degree,riskstat,1hop_degree,2hop_degree,1hop_riskstat,2hop_riskstat
-0.66251963,-0.6805989,-0.6739581,0.73410434,-0.7357673,0.739497
-0.7836912,-0.548597,-0.8249286,0.5134023,-0.8783017,0.060307905
-0.76573986,-0.548597,-0.8050112,0.5630597,-0.86058825,-0.24100685
-0.67598313,-0.6805989,-0.6680752,0.7575092,-0.71439666,0.9895987
-0.68047094,-0.72459954,-0.7400309,0.75159496,-0.8012148,0.49119842
-0.35061494,-0.24059255,-0.5468872,0.6432082,-0.5749152,0.89851075
-0.5794946,-0.41659507,-0.6339248,0.7237236,-0.6728639,0.9698693
-0.7029102,-0.5925976,-0.7288183,0.7991259,-0.77688664,0.98620063
-0.63334864,-0.2845932,-0.71708167,0.8030906,-0.7529083,1.0417132
-0.735447,-0.6365982,-0.76678216,0.8025789,-0.8232533,0.7563138
-0.5581774,0.111412525,-0.7010907,0.79606986,-0.708736,1.0351946
-0.2631021,-0.19659191,-0.3096995,0.37965462,-0.29143643,0.39896628
-0.56603116,-0.72459954,-0.6150821,0.71058357,-0.663387,0.9692105
-0.20027238,0.023411253,-0.26807067,0.35864025,-0.26065257,0.56824344
-0.18680887,-0.46059573,-0.147486,0.19578639,-0.21835653,0.1630115
-0.46281087,-0.15259127,-0.58480734,0.68242985,-0.587127,0.9008686
-0.3539808,-0.32859382,-0.43304068,0.48658437,-0.47146487,0.43724608
0.44261035,0.24341443,0.6295187,-0.56883794,0.81687844,-0.60178703
-0.75227636,-0.5925976,-0.82578063,0.36739504,-0.8885736,-0.37720525
-0.5357382,-0.32859382,-0.5997547,0.6689773,-0.6394405,0.71373445
-0.10378387,-0.37259445,-0.18421213,0.240976,-0.24548323,0.2723378
-0.6737392,-0.46059573,-0.7842412,0.8639889,-0.75414854,1.0118592
-0.19017476,-0.2845932,-0.11192593,0.19732064,-0.13497294,0.42888972
1.1707621,1.6514347,1.3128111,-1.2716422,1.5076393,-1.3443598
-0.6692514,-0.6805989,-0.65141237,0.7439951,-0.6980507,0.9787111
0.4773911,0.33141568,0.5714497,-0.50749743,0.72325474,-0.49537334
-0.13856462,-0.19659191,0.07019227,0.009232235,0.23936278,0.023623092
-0.27095583,-0.46059573,-0.2804747,0.37072295,-0.25693178,0.5622449
-0.50881124,-0.5925976,-0.5121754,0.6056034,-0.55605686,0.8607857
-0.54583585,-0.72459954,-0.60781616,0.62863743,-0.674454,0.32219863
-0.7264713,-0.6365982,-0.7843008,0.715734,-0.85066617,0.20548682
-0.55256766,-0.41659507,-0.63549876,0.7270718,-0.6915632,0.9935861
-0.6490561,-0.6365982,-0.6729437,0.7237662,-0.72807133,0.67278475
-0.04544199,-0.50459635,-0.11554906,0.20151263,-0.22729276,0.52944356
-0.51890886,-0.32859382,-0.59564435,0.6827207,-0.63432044,0.9247588
-0.734325,-0.6805989,-0.79973674,0.6038516,-0.8634186,-0.18743593
-0.25188252,-0.46059573,-0.130492,0.21663044,-0.16276747,0.45877847
-0.3539808,-0.46059573,-0.22379185,0.31161308,-0.19987985,0.49050495
-0.59744596,-0.50459635,-0.6285304,0.71890926,-0.6777613,0.96716475
-0.65915376,-0.41659507,-0.6749244,0.6555346,-0.72225165,0.09057807
-0.27544367,0.15541317,-0.51143944,0.60700727,-0.51315665,0.83429503
-0.2967609,-0.15259127,-0.31687537,0.4005871,-0.3115032,0.5831185
-0.6052997,-0.6805989,-0.5871572,0.6606713,-0.6586486,0.76605713
-0.5761287,-0.5925976,-0.6207601,0.68770343,-0.67737967,0.72056514
-0.45383522,0.24341443,-0.5876311,0.6831223,-0.38540995,0.6796848
-0.6266169,-0.72459954,-0.63584197,0.57481617,-0.6981461,-0.065488406
-0.69169056,-0.064590015,-0.7290232,0.75782627,-0.7733567,0.9242387
-0.78930104,-0.5925976,-0.83223003,0.2821754,-0.8940117,0.24029925
0.07011983,-0.19659191,0.093447916,-0.01482509,0.10894472,0.16901006
-0.37529805,-0.6805989,-0.38640946,0.4551067,-0.4222679,0.52445054
-0.4650548,-0.6805989,-0.3244623,0.35336995,-0.36486617,0.13121569
-0.39212745,-0.064590015,-0.5509938,0.60165244,-0.5628306,0.45382014
-0.27095583,-0.15259127,-0.29630452,0.3717469,-0.22722916,0.38669178
1.006956,1.5634334,1.348613,-1.3088291,1.5362606,-1.3757395
2.0750613,1.3874309,2.260214,-2.2496774,2.1035044,-1.9937642
-0.41905448,-0.37259445,-0.35335088,0.44018543,-0.41059676,0.6997609
-0.3461271,-0.6805989,-0.26294142,0.30694088,-0.28704783,0.19012636
-0.56603116,-0.32859382,-0.70339996,0.7432974,-0.72883457,0.5739646
-0.72534937,-0.6805989,-0.75943506,0.81593513,-0.81164575,0.9963254
-0.74666655,-0.72459954,-0.77465713,0.7920829,-0.8432564,0.60458153
-0.56939703,-0.6365982,-0.5687002,0.66240925,-0.6110735,0.90710986
-0.5110551,-0.50459635,-0.58427185,0.67989653,-0.61078733,0.9256603
-0.5233967,-0.41659507,-0.58673465,0.6762444,-0.6463732,0.9442801
-0.5346163,-0.41659507,-0.5980576,0.66601825,-0.66383225,0.7600239
-0.48861596,-0.6365982,-0.4843399,0.52360946,-0.52689487,0.34459788
-0.6041777,-0.6805989,-0.59833235,0.649188,-0.6680936,0.5915095
-0.7219835,-0.2845932,-0.79800415,0.7391709,-0.84179354,0.3106176
-0.49983555,-0.548597,-0.5410538,0.61318684,-0.5960632,0.70239615
-0.62549496,-0.37259445,-0.6481781,0.73818433,-0.6644047,0.9417489
-0.6097875,-0.5925976,-0.6717434,0.7488789,-0.726513,0.96584713
-0.4381278,-0.37259445,-0.47934514,0.5687283,-0.4872066,0.7798573
-0.5346163,-0.15259127,-0.636996,0.69848317,-0.65839416,0.6559333
-0.15427205,-0.76860017,0.24514478,-0.17059468,0.2127767,0.05271436
-0.58173853,-0.37259445,-0.66310203,0.7368741,-0.68529826,0.97156835
-0.64793414,-0.6805989,-0.64651406,0.6997619,-0.71849906,0.69317293
-0.43027407,-0.5925976,-0.42172274,0.4850108,-0.48577556,0.52826464
-0.5211528,-0.5925976,-0.56801695,0.6589883,-0.6230945,0.91189486
-0.6557879,-0.2845932,-0.7446456,0.7045199,-0.78734934,0.21706785
-0.42803013,-0.46059573,-0.5882217,0.59945524,-0.6391861,0.21127734
-0.49983555,-0.24059255,-0.5832638,0.64493966,-0.61619353,0.6183123
-0.7118858,-0.50459635,-0.7649785,0.6745339,-0.8198505,0.0048299287
-0.69954425,-0.8126008,-0.72660613,0.80251604,-0.79110193,0.99982744
-0.56042135,-0.5925976,-0.6434397,0.7079468,-0.69738287,0.7715009
-0.17895515,-0.10859065,-0.3354427,0.42733625,-0.37485185,0.6906764
-0.6939345,-0.32859382,-0.7765166,0.7389325,-0.8309174,0.23332983
-0.7433007,-0.2845932,-0.8130568,0.6910556,-0.8628462,0.74646646
-0.57837266,-0.6365982,-0.5014715,0.5456936,-0.54689807,0.43225306
-0.24739468,-0.10859065,-0.14308636,0.22765975,-0.14893381,0.4377662
-0.74778855,-0.76860017,-0.8068516,0.6512483,-0.8772523,-0.18081325
-0.46056697,0.33141568,-0.5366294,0.6267029,-0.46917516,0.75832486
0.11163233,-0.2845932,0.5573949,-0.5183289,0.61214024,-0.6175636
-0.70066625,-0.72459954,-0.71104145,0.7736398,-0.78051203,0.94681126
-0.7118858,-0.6365982,-0.75567234,0.7473505,-0.82551116,0.56460273
0.5177816,0.24341443,0.7142305,-0.6539869,0.82944006,-0.6076816
-0.016271042,0.37541634,-0.24132827,0.3321335,-0.22223632,0.5354421
-0.6434463,-0.72459954,-0.5737895,0.57672054,-0.58404225,0.12688147
-0.62100714,-0.41659507,-0.8018557,0.33305982,-0.7946637,0.22778204
-0.7489105,-0.6805989,-0.76694393,0.7932457,-0.8298998,0.60530967
-0.35510278,-0.37259445,-0.56706536,0.6598262,-0.6294548,0.93405133
-0.624373,-0.24059255,-0.729808,0.7958759,-0.7538624,1.0016651
-0.42129838,-0.41659507,-0.30977437,0.3999949,-0.31620982,0.6158505
-0.49198183,-0.46059573,-0.5733403,0.6689596,-0.6227447,0.9409514
-0.25973624,-0.41659507,-0.31342414,0.40584758,-0.35570732,0.6727154
-0.30685854,-0.32859382,-0.4686179,0.54298604,-0.5685231,0.69334626
0.0005583495,-0.46059573,0.18328704,-0.10662589,0.1582689,0.11627131
-0.6378365,-0.6805989,-0.67503476,0.7646275,-0.73939264,1.021984
0.673734,1.4754322,0.61694527,-0.5532105,0.8645489,-0.64391565
-0.21149199,0.023411253,-0.46056083,0.55700195,-0.46023893,0.78582114
-0.27880955,2.70745,-0.6755765,0.6960816,0.20816548,-0.16600756
-0.46393284,-0.50459635,-0.5040485,0.59788495,-0.5567565,0.8645305
0.4740252,0.41941696,0.93180406,-0.879853,1.11241,-0.923906
-0.4179325,-0.5925976,-0.5788851,0.6689642,-0.65114343,0.95461285
0.18568164,-0.41659507,0.5590495,-0.49444976,0.5925505,-0.35574222
-0.13519873,-0.02058938,-0.10806997,0.17299668,-0.113983944,0.21446732
-0.3539808,0.9034239,-0.57669,0.58094794,-0.54867893,0.13142373
-0.39661527,-0.50459635,-0.5611133,0.65549004,-0.6123456,0.92364925
-0.52227473,-0.548597,-0.6447009,0.6347489,-0.69553834,0.13412829
-0.6838368,-0.5925976,-0.7511934,0.62239236,-0.81679755,-0.09561988
1.0832492,0.63942015,1.4345022,-1.3974462,1.593249,-1.4374933
-0.3405173,-0.2845932,-0.24647653,0.3352839,-0.27235553,0.57562894
-0.59744596,-0.548597,-0.6064376,0.6997639,-0.65410095,0.952047
-0.4347619,0.19941379,-0.51779944,0.58013034,-0.5296934,0.54913825
0.55256236,0.37541634,0.85524637,-0.79962784,1.0130302,-0.80771434
-0.62549496,-0.46059573,-0.7535204,0.83732754,-0.7990841,1.0594662
-0.6692514,-0.72459954,-0.67826265,0.72022337,-0.74304986,0.5945608
0.2473894,-0.064590015,0.50668,-0.44021714,0.6842025,-0.45366085
-0.51890886,-0.46059573,-0.5919356,0.6653919,-0.6314583,0.7429644
-0.4100788,-0.32859382,-0.57037,0.6660339,-0.62401676,0.9462218
-0.61539733,-0.32859382,-0.65141106,0.7432437,-0.69560194,0.99521583
0.01738774,-0.41659507,0.31242737,-0.24005714,0.269447,-0.0062656663
-0.5671531,-0.5925976,-0.58478194,0.6775284,-0.6215362,0.9194537
-0.6378365,-0.72459954,-0.63478756,0.7268013,-0.6812913,0.9625185
-0.4235423,-0.548597,-0.5072764,0.6003796,-0.5773639,0.88519603
-0.5581774,-0.50459635,-0.66094375,0.7275429,-0.7129656,0.7895659
-0.570519,-0.72459954,-0.55153304,0.61811125,-0.6102149,0.6712244
-0.26758996,-0.064590015,-0.4560375,0.5493189,-0.46217883,0.7801346
-0.24627273,-0.548597,-0.25978142,0.34707966,-0.32078925,0.61217505
-0.17558928,-0.32859382,0.10493649,-0.04274424,0.10566917,0.010897833
-0.8038865,-0.76860017,-0.83611965,0.2914202,-0.9012624,-0.75622386
-0.595202,-0.6805989,-0.6259699,0.7129098,-0.7071777,0.95967525
-0.6748612,-0.6805989,-0.67712766,0.7581211,-0.7258134,0.981589
-0.57837266,-0.76860017,-0.5360546,0.6213088,-0.5955862,0.86647224
-0.05778354,-0.15259127,-0.23720966,0.32734144,-0.2758219,0.58804214
0.056656316,0.41941696,-0.053077206,0.13604891,-0.022268353,0.3102362
0.2832921,0.41941696,0.50847477,-0.44221517,0.6754253,-0.44266927
-0.7410568,-0.6805989,-0.7652285,0.74758637,-0.8299316,0.3816294
0.0544124,-0.19659191,-0.19712242,0.2859134,-0.31112158,0.62101686
-0.7107639,-0.72459954,-0.72752094,0.71667796,-0.78083,0.25704667
-0.64008045,-0.72459954,-0.6302509,0.6429344,-0.67890614,0.27497298
0.15426677,0.5954195,0.46857402,-0.43058515,0.6654396,-0.65085036
-0.18793084,1.6954354,-0.2294045,0.31869343,-0.12622753,0.4298606
-0.76125205,-0.19659191,-0.82738125,0.49387237,-0.8759166,-0.3128855
-0.5402261,-0.6365982,-0.5795956,0.6318644,-0.6443697,0.5666138
-0.6277389,-0.548597,-0.7106931,0.7314728,-0.7601591,0.4970236
-0.7814473,-0.5925976,-0.82904655,0.4512678,-0.88793755,-0.44298133
-0.570519,-0.548597,-0.5781441,0.666919,-0.6314901,0.92149943
-0.735447,-0.76860017,-0.8024025,0.7776772,-0.86615354,0.4504221
-0.3461271,-0.6365982,-0.0890763,0.13929299,-0.041730884,0.03326239
-0.57388484,-0.46059573,-0.5798126,0.67332524,-0.62392133,0.9201472
-0.5895923,-0.548597,-0.58364695,0.67292494,-0.63661015,0.9166451
-0.27993152,-0.19659191,-0.13737157,0.17159149,-0.1213937,-0.038546912
-0.596324,-0.548597,-0.60224795,0.63386774,-0.6604295,0.41883433
-0.49422574,-0.2845932,-0.5461418,0.6386277,-0.57758653,0.889877
-0.7769595,-0.8126008,-0.7844258,0.74816877,-0.8507934,0.34393907
-0.79939866,-0.8126008,-0.8413307,-0.4539225,-0.9062234,-1.5621802
-0.1722234,-0.41659507,-0.2529209,0.3171356,-0.2794791,0.34799588
-0.6513,-0.76860017,-0.69859934,0.7245163,-0.79701704,0.8601616
-0.514421,-0.50459635,-0.591874,0.6453995,-0.6375642,0.56401324
-0.6569098,-0.5925976,-0.6665761,0.75398606,-0.7224106,0.9934475
-0.55144566,-0.24059255,-0.6111221,0.7060575,-0.6486947,0.96307325
-0.6277389,-0.72459954,-0.6176705,0.70766705,-0.6779521,0.9527058
-0.32929772,0.19941379,-0.45538405,0.5297458,-0.42961407,0.6948026
-0.6086656,-0.548597,-0.6512506,0.7440691,-0.69305784,0.9770815
-0.33827338,0.15541317,-0.49762893,0.5493248,-0.500118,0.40981916
0.22382826,0.15541317,0.4824924,-0.41487908,0.48579276,-0.23521633
-0.183443,-0.548597,0.1446526,-0.08665706,0.13203263,-0.032929767
0.058900237,-0.24059255,0.21764363,-0.14224708,0.2126177,0.05711792
-0.60081184,-0.6805989,-0.65150243,0.69369435,-0.69649243,0.5258722
-0.49198183,-0.24059255,-0.66214854,0.6153369,-0.709054,0.10777624
-0.6973004,-0.72459954,-0.8088843,0.48338616,-0.86882484,0.0036163481
-0.5110551,-0.548597,-0.5769907,0.59361434,-0.6357515,0.25708133
0.5402208,-0.24059255,0.9205458,-0.8669049,0.8534184,-0.63503915
-0.4953477,-0.46059573,-0.5931809,0.6588704,-0.63358897,0.67004555
-0.15651597,0.15541317,-0.31098357,0.40309355,-0.30422065,0.62250787
-0.623251,-0.6805989,-0.627528,0.6920612,-0.68727,0.7330824
-0.69954425,-0.548597,-0.7676386,0.821687,-0.79278743,0.9846403
-0.7040321,-0.10859065,-0.8012117,0.7512458,-0.8440515,0.9457711
-0.44934738,-0.6805989,-0.37732342,0.42845845,-0.42961407,0.37816203
0.9979803,1.0354258,1.0243071,-0.97384644,1.2356726,-1.047622
1.3255924,1.1234272,1.7326729,-1.7050894,1.8632121,-1.7309026
-0.7769595,-0.8126008,-0.8057782,0.8181062,-0.8664715,0.89032775
0.42802486,0.37541634,0.63521194,-0.5912457,0.8517011,-0.80788773
-0.7410568,-0.41659507,-0.80579597,0.70212424,-0.85381454,0.8527414
-0.20139435,-0.24059255,-0.2873517,0.37806797,-0.32222033,0.63412356
-0.6434463,-0.72459954,-0.69294167,0.77378523,-0.75488,0.9969842
-0.5032014,-0.41659507,-0.5885738,0.6849409,-0.61158234,0.9296478
-0.6681294,-0.76860017,-0.6908443,0.7798128,-0.75201786,1.0245498
-0.6849588,-0.6365982,-0.6743832,0.7399446,-0.73907465,0.9206326
-0.6636416,-0.6805989,-0.67248696,0.7503555,-0.7344952,0.96640193
-0.49422574,-0.32859382,-0.512202,0.6076178,-0.5210752,0.84213126
-0.36744434,-0.15259127,-0.52625614,0.60903084,-0.461511,0.65628004
0.018509699,-0.19659191,-0.21780933,0.30602834,-0.30873647,0.61394346
-0.63334864,-0.6805989,-0.64806205,0.7273719,-0.7051106,0.95950186
0.020753618,0.41941696,0.16715394,-0.09335352,0.20094654,0.058504872
0.44709817,-0.15259127,0.8445927,-0.78892285,0.9060499,-0.6938111
-0.7163737,-0.37259445,-0.79009557,0.49815348,-0.84789944,-0.27054888
-0.70851994,-0.15259127,-0.8161001,0.3474485,-0.84408325,-0.39468083
-0.18793084,-0.10859065,-0.14325765,0.22902498,-0.15135072,0.44629592
-0.5391041,-0.46059573,-0.5596351,0.6285831,-0.6214726,0.69348496
-0.6086656,-0.6365982,-0.6232711,0.6937422,-0.679892,0.75738865
-0.33939534,0.111412525,-0.4236685,0.51772726,-0.4174977,0.72878283
-0.43363994,-0.32859382,-0.50869495,0.6040816,-0.54941034,0.86643755
-0.63110477,-0.5925976,-0.65487754,0.74763745,-0.70447457,0.99150574
-0.15202813,0.28741506,-0.23435608,0.31549326,-0.2029646,0.47934
-0.57164097,-0.6805989,-0.5809158,0.666581,-0.61848325,0.9001058
-0.7152517,-0.76860017,-0.75756544,0.64925873,-0.8310447,0.045640916
-0.5492017,-0.5925976,-0.62616974,0.71819323,-0.68221354,0.9773935
-0.29900482,-0.19659191,-0.31196564,0.40406373,-0.31786352,0.6307255
-0.076856844,0.023411253,-0.13136369,0.18734737,-0.19793996,0.2207086
0.030851252,0.24341443,0.1485238,-0.088729806,0.35543832,-0.25945327
-0.1778332,-0.10859065,0.061058003,-0.0077087115,0.08468016,-0.0415982
-0.7107639,-0.6805989,-0.71433467,0.7616298,-0.77723646,0.93169355
-0.6827149,-0.5925976,-0.68021536,0.6386703,-0.6779521,0.014711943
-0.65803176,-0.5925976,-0.6624822,0.7528783,-0.72291946,0.99043083
-0.49422574,-0.2845932,-0.5426874,0.56884885,-0.5935827,0.34643558
-0.5536896,-0.46059573,-0.5882287,0.67991227,-0.52218825,0.8044756
-0.0589055,-0.37259445,0.007156431,0.073820084,-0.06555023,0.3506311
0.7982715,1.6954354,0.9213052,-0.88011175,1.1311728,-1.0502918
-0.4381278,-0.2845932,-0.4634233,0.55683756,-0.4636099,0.76154953
-0.56042135,-0.6805989,-0.68579626,0.74523914,-0.76702815,0.74670917
0.08470531,0.24341443,-0.14489824,0.23261952,-0.18944895,0.49726632
-0.7578862,-0.46059573,-0.82218856,0.5848851,-0.8777929,-0.1734971
-0.79939866,-0.8126008,-0.8320676,-0.12064836,-0.89499754,-1.1485572
-0.5368602,-0.37259445,-0.5589956,0.65169245,-0.60309136,0.91130537
-0.7107639,-0.72459954,-0.65899926,0.64212465,-0.69789165,0.16100043
-0.5761287,-0.72459954,-0.5785273,0.6509738,-0.64688206,0.74161214
-0.75564224,-0.24059255,-0.82973427,0.35353896,-0.8832309,-0.47335553
-0.42242035,-0.10859065,-0.49120042,0.5843748,-0.53802544,0.8435876
-0.61988515,-0.6365982,-0.64314026,0.7226964,-0.7037749,0.9693839
-0.652422,-0.6365982,-0.6546288,0.69933546,-0.7181811,0.5877301
-0.76573986,-0.76860017,-0.81505394,0.61479247,-0.8761074,-0.11330349
-0.4650548,-0.41659507,-0.5702558,0.6630427,-0.6356243,0.93907905
0.43363467,0.8594233,-0.076068945,0.16248754,-0.11566943,0.42479822
-0.6703733,-0.46059573,-0.7322708,0.81152105,-0.7863635,1.0396675
-0.3270538,-0.064590015,-0.3536262,0.4021849,-0.38569617,0.2952918
-0.623251,-0.76860017,-0.616979,0.70863396,-0.6775387,0.9561385
-0.75564224,-0.32859382,-0.8156205,0.6474998,-0.86615354,-0.060599405
-0.81286216,-0.76860017,-0.8413973,-0.35507607,-0.90794075,-1.631701
-0.6030558,-0.72459954,-0.64269423,0.70820093,-0.71627295,0.76043993
-0.64793414,-0.548597,-0.6655655,0.73326385,-0.7113437,0.7877282
-0.63334864,-0.548597,-0.70442706,0.7365898,-0.76060426,0.6105107
-0.7399348,-0.548597,-0.81564903,0.5356037,-0.8753124,-0.26926595
-0.5626653,-0.19659191,-0.62442636,0.7157661,-0.5708446,0.8521867
-0.4011031,-0.15259127,-0.5691633,0.66299033,-0.6100241,0.90551484
-0.34500515,0.023411253,-0.5980329,0.64574736,-0.59663564,0.4721972
-0.5828605,0.06741189,-0.6463497,0.7046785,-0.6662174,0.6469182
1.0854931,1.4314315,1.4069244,-1.3696743,1.5679032,-1.4103439
-0.4011031,-0.6805989,-0.27992022,0.36431998,-0.3029168,0.577432
-0.6412024,-0.76860017,-0.65735173,0.7101977,-0.721393,0.659158
-0.71412975,-0.72459954,-0.79691297,0.7017574,-0.8684114,0.74768
-0.49646968,-0.46059573,-0.61226976,0.7076913,-0.6466276,0.95596516
-0.37529805,-0.2845932,-0.41772848,0.5126378,-0.43581536,0.7565565
0.35173163,-0.064590015,0.70631236,-0.64674795,0.79086477,-0.572037
-0.6658855,-0.72459954,-0.64867866,0.74049884,-0.6923582,0.9692105
-0.3135903,-0.46059573,-0.40692383,0.500128,-0.43387547,0.7407106
-0.7152517,-0.5925976,-0.7568485,0.69925356,-0.82236284,0.027437203
-0.5581774,-0.5925976,-0.66645366,0.66364086,-0.7470886,0.21640906
-0.763496,-0.548597,-0.80965954,0.5948381,-0.8618285,-0.15834467
-0.63895845,-0.6365982,-0.62669885,0.6867581,-0.68256336,0.70967764
-0.64008045,-0.5925976,-0.80402154,0.44824517,-0.8618285,0.12681213
-0.735447,-0.8126008,-0.74296635,0.7370294,-0.8142216,0.36387646
-0.5851044,-0.50459635,-0.63815695,0.73128414,-0.69165856,0.99968874
-0.44149366,-0.46059573,-0.44566926,0.5412828,-0.47318214,0.79417753
-0.56603116,-0.24059255,-0.6691721,0.7661336,-0.68959147,1.0068315
-0.08807644,0.33141568,0.07714099,-0.050211098,0.25679,-0.40126884
-0.6928125,-0.6805989,-0.75992733,0.8060529,-0.81209093,0.97233117
-0.5862264,-0.6365982,-0.60945994,0.70052445,-0.66803,0.95163095
-0.74217874,-0.50459635,-0.80852205,0.65542257,-0.8626236,0.009614904
-0.4459815,-0.37259445,-0.60639,0.7030073,-0.6402037,0.9494465
0.5940749,0.41941696,0.74653476,-0.6874822,0.96739507,-0.7566746
-0.57388484,-0.24059255,-0.62817574,0.71081483,-0.67369074,0.86564004
-0.7646179,-0.76860017,-0.82122743,0.37246162,-0.8881284,-0.55414534
2.7942371,1.8714379,2.7626045,-2.7682688,2.6917372,-2.6323156
-0.31471226,-0.50459635,-0.46999454,0.56514555,-0.53246015,0.8552033
0.24402353,0.111412525,0.6742124,-0.6278489,0.7919142,-0.7036238
-0.4785183,-0.46059573,-0.57922447,0.6757255,-0.62083656,0.93481416
-0.09144232,0.33141568,-0.42327517,0.44824713,-0.48749283,0.19421786
-0.543592,-0.46059573,-0.61096984,0.7063647,-0.63721436,0.9462565
-0.6636416,-0.46059573,-0.7545323,0.76846254,-0.8006106,0.5247626
0.027485374,-0.24059255,0.019944914,0.061735414,0.12882067,0.14737365
-0.7208615,0.24341443,-0.8251988,0.5987569,-0.8493623,0.7627978
-0.7679838,-0.8126008,-0.8052745,0.7164585,-0.8705421,0.7252808
-0.624373,-0.76860017,-0.67549217,0.76042897,-0.73939264,1.0033295
-0.7152517,-0.5925976,-0.7584441,0.74525094,-0.82315785,0.32954946
-0.22607745,-0.02058938,-0.38840532,0.48196,-0.4114236,0.7242406
-0.5099332,-0.50459635,-0.56249183,0.6558674,-0.60996044,0.91529286
-0.09929603,-0.32859382,0.00059787714,0.051183026,0.06807977,-0.06985729
-0.487494,0.15541317,-0.5750786,0.6189465,-0.5896075,0.44823766
-0.49310377,-0.6365982,-0.5266679,0.5981555,-0.57462895,0.6760094
-0.6602757,-0.548597,-0.74288195,0.803897,-0.7851868,0.9890439
-0.6322267,-0.6365982,-0.66753787,0.7055943,-0.72654486,0.5619328
-0.47964028,-0.50459635,-0.40914997,0.47019503,-0.3298527,0.35652563
0.06787591,0.15541317,0.21566935,-0.1399254,0.22234896,0.0480334
-0.23617509,-0.548597,-0.11425866,0.19961809,-0.16044596,0.45694077
0.6546607,-0.15259127,1.0118206,-0.9610549,1.0424148,-0.83996093
-0.4572011,-0.50459635,-0.5920662,0.63163847,-0.6629736,0.5221621
-0.69505644,-0.6365982,-0.72547114,0.7987643,-0.7845826,1.007733
-0.19354063,-0.37259445,-0.07408958,0.15815076,-0.08835192,0.38003442
-0.6737392,-0.6365982,-0.7254819,0.80723935,-0.7724344,1.0370324
-0.12285718,-0.41659507,0.14178252,-0.12463663,0.28032312,-0.54218286
-0.5233967,-0.37259445,-0.5590464,0.65261877,-0.617402,0.9135592
0.06338807,0.06741189,0.1281528,-0.049445283,0.11148885,0.16873267
-0.4482254,-0.548597,-0.4359355,0.52647096,-0.48202297,0.77850497
-0.50432336,-0.548597,-0.58965105,0.68595886,-0.6174656,0.93592376
-0.44149366,-0.37259445,-0.32527626,0.3620933,-0.35793343,0.16162455
-0.5996899,-0.6365982,-0.6150675,0.709143,-0.6636732,0.9573521
0.57612354,-0.24059255,0.7919885,-0.7341137,0.76106673,-0.53382653
-0.100417994,1.3874309,-0.42398062,0.52038765,-0.36426193,0.6913699
-0.6187632,-0.5925976,-0.61712176,0.70450944,-0.66799825,0.93866295
-0.65915376,-0.6805989,-0.6680308,0.7521039,-0.73074263,0.98342675
-0.5492017,-0.6365982,-0.5835379,0.63711315,-0.6362285,0.57288975
-0.46168894,-0.548597,-0.45678735,0.5502977,-0.50841826,0.81733954
-0.48300615,-0.064590015,-0.6042197,0.6997796,-0.63626033,0.95873904
-0.72310543,-0.37259445,-0.7900099,0.8251669,-0.83263475,0.78595984
-0.23168725,-0.5925976,-0.13877933,0.22527975,-0.19587286,0.49639946
0.09704686,0.41941696,0.10717406,-0.03607399,0.32211033,-0.07634129
-0.6939345,-0.6805989,-0.7082659,0.74307925,-0.75173163,0.5854763
-0.77134967,-0.76860017,-0.8253822,0.4691855,-0.88688815,-0.32592282
-0.6647635,-0.37259445,-0.7477289,0.7847556,-0.7984481,0.9923032
-0.52451867,-0.19659191,-0.59547496,0.69344544,-0.6236987,0.9465339
-0.7455446,-0.8126008,-0.78764546,0.64706874,-0.859507,-0.18296301
-0.52227473,-0.6805989,-0.4627356,0.48360497,-0.519358,0.1718533
-0.5480798,-0.548597,-0.5655612,0.5663824,-0.63641936,0.11620196
-0.8005206,-0.8126008,-0.8275582,0.67018336,-0.8938845,0.43554708
-0.5794946,-0.72459954,-0.5959463,0.6899131,-0.65216106,0.95610386
-0.71412975,-0.6365982,-0.7903258,0.55916643,-0.8551502,-0.009039565
-0.46393284,-0.50459635,-0.57681876,0.654098,-0.63406605,0.7778115
-0.5626653,-0.6365982,-0.562344,0.6498883,-0.5998794,0.87926686
-0.78032535,-0.6365982,-0.80184424,0.76432425,-0.86166954,0.40787745
-0.19578455,0.023411253,-0.22016746,0.30402437,-0.19272451,0.47719023
-0.514421,-0.50459635,-0.4606046,0.5495587,-0.4489812,0.73297834
-0.38427374,-0.76860017,-0.24195634,0.27447075,-0.28459913,0.09633391
0.9912485,0.9474246,1.396756,-1.3587296,1.5492992,-1.3909613
-0.4706646,-0.5925976,-0.53703797,0.6312539,-0.5897983,0.8918534
-0.6513,-0.46059573,-0.70018345,0.7437547,-0.754403,0.932283
-0.016271042,-0.2845932,0.080210276,-0.000496035,0.119184814,0.15926674
-0.4381278,-0.6805989,-0.39941427,0.45768583,-0.44004497,0.45590055
-0.82183784,-0.8126008,-0.8479787,-2.762737,-0.9150007,-3.975888
-0.42578623,-0.41659507,-0.4132102,0.5069187,-0.4372146,0.7495524
-0.4426156,-0.24059255,-0.5059416,0.60348934,-0.5010721,0.8281924
-0.5750068,-0.5925976,-0.66324353,0.7369187,-0.71977115,0.82146573
-0.514421,-0.46059573,-0.61313635,0.6750462,-0.6528607,0.6640123
0.092559025,-0.02058938,-0.10417151,0.15652873,-0.13732626,0.13662478
